score,review_content
5,"#삼성전자이벤트참여<br/>#갤럭시S24+<br/><br/>포장이 깔끔하네요. 삼성 강남 매장에서 필름과 케이스도 같이 구매하여 사용중인데, 필름 부착이 너무 손쉽고 공기방울 하나 들어가지 않고 부착할 수 있어 좋았습니다.<br/><br/>이전에 사용하던 갤럭시노트10 5G의 데이터가 모두 복사되고 앱 배치에 손이 가지 않아 편리했습니다. <br/><br/>곧 해외여행 가는데  실시간 통역 기능도 기대됩니다.  여행지에서의 검색도 서클투서치 기능 이용하면 아주 편리할거라 생각됩니다.<br/><br/>스탠딩 그립 커버 케이스를 씌운 폰 사진을 침구 위에 두고 사진 찍은 후 배경을 지워 사진을 다시 만들었더니 광고 사진처럼 보이네요. 여행가서 찍을 사진도 편집하기 쉬워져 더욱 기대됩니다.<br/><br/><br/>"
5,"색상도 예쁘도 사이즈, 무게 원하는 제품 이었어요 ㅎㅎ<br/>#삼성전자이벤트참여"
5,디자인 맘에들고 성능도 좋아요
5,아직까지는 마음에 들어요!!!
5,일단 예상보다 빨리 받아서 좋고<br/>색상도 생각한 것 보다 예쁘고 잘 빠졌네요<br/>불량 검사 했는데 그런 것도 안보이고<br/>좋습니다.
5,"신기하고,좋으네요!!"
5,디자인이 좋음<br/>성능도 좋음
5,성능도 좋고 디자인도 최고네요
5,디자인이 좋아요!!!!
5,최신 폰 첨 사봤어요<br/>번역기가 신기해요
5,디자인이 좋아요<br/>나오자마자 바로 구매해서 금요일부터 사용하고있는데 너무 좋습니다.<br/>아직 기능들이 많아서 다 사용해보지는 못했고 조금씩 알아가고 있어요 <br/>추천 드립니다.<br/>그리고 스토리지 업그레이드 너무 좋네요
5,이미지가 참 좋습니다.<br/>빠르고. 배터리도 오래가고..<br/>
5,너무 예쁘네요 색도 흔하지 않은 색이라 더욱 좋아요
5,성능적이면과 제품의 소재가 마음에듭니다<br/>배송도 빠르고 좋아요 <br/><br/>단지 단점이라고 해야 하나 인스타나 유투브 쇼츠 등에서 가끔끊김 현상이 있네요<br/>
5,노트20 Ultra 256G 사용하다가 탭S9 Ultra + S24 Ultra  교체했습니다.<br/>반응도  빠르고 화면도 선명하면서 보기 편해졌고 UI도 좋고 만족스럽습니다.<br/>이전 노트20에서는 1억화소4:3 비율 최고 화소에서만 화질이 만족스럽고 평소 자주  사용하는 일반화소 16:9에서는 부족했지만 이젠 평소 자주쓰는 5천만화소 16:9 사진도 화질이 만족스럽습니다.<br/>한가지 아쉬운건 Nearby share가 없어지고 Quick share로 통합되면서 블루투스 동글  끼워서 데스크탑 PC로 자료 넘기는게 이젠 호환성 때문에 안되는게 아쉽습니다. <br/>Nearby share 잘 쓰다가 갑자기 안되기 그건 답답하네요.<br/> -&gt; PC에 Quick share가 안깔리고 S24에는 Nearby share가 없고 Quick share만 있어서 안되는줄 알았더니 S24의 Quick share에서 PC의 Nearby share로 전송 잘됩니다.(수정합니다)
5,이전에 애플도 사용해보았지만 역시 삼성이 사용하기 넘 좋아요.<br/>호완성이나 디자인도 저는 삼성이 맘에들어요.<br/>S24를 사용해보는 느낌은 카메라 성능이 매우 많이좋아졌다는점과 터치감도 매우 잘 받아들여지고. 색감도 좋으네요.<br/>또다시 스마트폰을 구매한다면 갤럭시로. 쭉 갈겁니다.
5,13년째 갤럭시사용중ㅎㅎ
5,거제 삼성스토어에서 구매하였는데 부점장님께서 아주 친절히 설명해주시고 제품도 안내주신 수령일에 문제없이 받을 수 있었습니다. 기존 스마트폰 데이터를 이관하는 것도 친절하게 해주셔서 쉽게 사용할 수 있었네요. 감사합니다.
5,새로운 AI 기능이 호기심을 자극했고<br/>기존의 노트 기능을 잘 사용하고 있었기 때문에<br/>울트라를 선택하게 되었습니다.<br/>갤럭시 S시리즈의 성능은 역쉬 만족할 수밖에 없죠.<br/>디자인은 크게 변경되지 않은 것 같지만<br/>은은한 티타늄의 색상이 더해지면서<br/>한단계 더 완성도가 올라간 것 같습니다.<br/>사전예약 첫날 신청해서<br/>배송도 빨라 기분 좋았습니다.<br/>온디바이스로 통역도 되고<br/>새로운 AI 기능을 많이 사용해봐야겠습니다.<br/>자신에게 맞는 스마트폰으로<br/>생활에 활용해보세요.^^<br/>갤럭시 S24 울트라와 기분 좋게 24년 시작하겠습니다~^^
5,기다리던 갤24출시 소식에 바로 예약하고 구매를 하였습니다. 여러 색상 중 고민을 하다가 노란색을 선택 하였는데 대만족이에요. 전에 쓰던 바이올렛도 예뻤는데 노란색은 노란색대로 상큼한 느낌이네요. 울트라 모델은 처음 써보는데 일단 화면이랑 문자 패드가 커서 좋아요. 사진 촬영은 아직이지만 지인들이 울트라23으로 찍은 사진 보며 감탄을 했었기에 24도 그에 못지 않을거라 생각해요. 폰이 너무 무겁지는 않을까 걱정 했는데 기존에 쓰던 20fe랑 비슷한 느낌이라 괜찮네요. 소중한 폰 다치지 않게 곱게 쓰려구요~
5,깔끔하고 좋아요~~~~~~~
5,통역번역기능이 있다는게 대박! 이젠 직장에서의 소통이 쉽게되서 진짜 이기능개발자에게 감사드립니다 정말 신의한수! 역시 삼성 ! 일류기업이라는걸 실감합니다  !  넘 조와요  삼성! 감사합니다 
5,터치감이 좋구 빠릅니다.<br/>배터리 사용이 오래갑니다.<br/>새로 적용된 통역 기능이 상당히 우수합니다.
5,카메라가 좋아요. 전깃줄 까마귀를 아주 멀리서 찍었는데 선명해요. 그리고 모든 동작이 아주 빨라요. 모양도 색상도 너무 맘에 듭니다. 티타늄그레이입니다. 펜으로 다다다다  아주 잘 적어집니다. 모든 소리도 참 맘에 듭니다. 최고입니다. 집에서 받아 홀로 기기 이동하는데도 별로 어렵지않게 잘 진행되었습니다. 너무 만족합니다.
5,너무좋아어요<br/>말이 필요 없어요<br/>짱!!!<br/><br/>밑에 하늘 사진찍은거에요  <br/>굉장해요<br/><br/>울트라모델  처음 써보는데  생각보다  가볍고 튼튼하고<br/><br/>성능도  좋고  무엇보다  너무 예뻐요<br/><br/>이쁜 사진 많이 찍어볼게요<br/><br/>#삼성전자이벤트참여<br/>
5,세계 최고의 AI스마트폰 삼성을 믿어요.
5,잘 받았어요~ 번역기능이 너무 맘에 들어 샀어요
5,"1. Z 폴더폰 사용하다가 동시통역, AI 검색, AI 사진 편집 가능한 편리성 때문에 S24 울트라 모델 사전 주문하였고 1월 26일 배달하여 언박싱 후 데이터 이동 후 개통 쉽게 함.<br/>2. 특히 용량이 1T이어서 Z 본더폰 데이터 동영상 사진 등 다 옮겼는데도 253GB라서 Great!<br/>3. 동시통역, AI 검색, Bing, 멀티캐스팅, 동시 작업, 구글 검색 기능 등 성능 좋아서 OK.<br/>4. 무게감도 있지만 문서 작업, 동영상 편집 성능 좋음.<br/>5. 사전 구매 혜택 - 더불 메모리, 구형 폰 보상, 제휴 소프트웨어 일정 기간 무료 체험 등 좋은 점도 있지만 모든 혜택 일일이 찾아서 신청해야 하는 번거로움, 앱 사용 로그인해야 하는 번거로움. 고령 나이든 사용자 장애 요인. 이번 사전 구매 120만 넘어서 삼성 서비스 센터 예약 폭주.<br/>6. 그래도 구형 폰에서 신형 폰으로 데이터 이전과 유심 칩 이동 안내는 예전보다 친절해져 자가 개통 쉬어짐. ~ <br/>7. love S 2 24 울트라! 1 I "
5,사전예약 후 26일 오전에 배송
5," 4년전에 구매한 S10+ 를 이번에 교체하려고, 여러곳에서 다양한 정보를 검색하고, 학습하고, 고민한 끝에 갤럭시 S24 울트라를  사전구매한 50대 초반의 남성입니다. <br/> 제 연배의 많은 사람들이 비슷하겠지만 새로운 기술과 그것을 담은 기기를 접해 사용하면서, 성능의 일부분 기능만을 사용하면서, 처음엔 신기함에 놀라고, 시간이 감에따라 적당히 만족하고, 더 이상의 노력을 포기하지요. 요즘의 IT 기술 발전의 스피드를 50대 일반의 사용자 입장에서는 따라가기가 너무도 벅차고, 어렵지요. 하지만 현재 삶의 궤적과 문명의 기술은 떨어질 수 없기에 늘, 새로움에 대한 두려움을 최소화 하고, 최대한 적극적으로 수용하기 위해 적지않은 시간과 노력을 기울이는데 노력을 하고 있습니다. 적어도 뒤쳐지지는 않고 싶어서지요..<br/> 이번에 갤럭시 S24 울트라를 통해 막연하기만 하던 최신의 AI 기술을 집과 사무실에서 체험하고 있습니다. 외국어의 통,번역 부분과 새로운 검색 방법을 직접 접하고 있으며, 새로운 폰의 세부적인 기능을 익히고 있는 잠깐의 여유 시간이 즐겁고, 행복감까지 더해 집니다.<br/> 지금 저에게 있어 갤럭시 S24 울트라는 새로운 세상에 대한 적극적인 참여와 동행함에 있어, 최고의 동반자라는 생각입니다."
5,"사전예약하고 손꼽아 기다리던 24!!!!! 일단 사이즈 굿. 색상굿. 성능이며 인터페이스 굿~~ 터치감 무슨일인가 싶음~~♡ <br/><br/>폰알못에다가 전화랑 인터넷만 되면된다, 고사양 필요없다 외치던 아줌마 유져지만 알기쉽고 직관적인 팁을 제공해서 사용법을 알려주고 화질이며 소리는 물론, 써클검색의 신세계를 보여준 너란녀석!!! <br/><br/>기계치라 폰 새로 사면 친해지는데 한참걸리는데 무선으로 이전폰과 새폰을 가까이만 두면 알아서 어플이며 전화번호 사진까지 다 옮겨주는 신세계를 맛봄. 엄청나구만!!!! <br/><br/>깨지지말고 망가지지 말고<br/>우리 오래오래 잘 지내보자♡<br/>알 럽 삼성~♡♡ <br/>이쁜폰 내줘서 <br/>감사해요 재용옵빠ㅋㅋㅋㅋㅋㄱㅋㅋ"
5,s23울트라. 아이폰 15프로맥스 이렇게 사용 중이었습니다<br/>s23사용하면서 뭔가 2% 부족하다 생각했는데<br/>이번 s24울트라 정말 좋은거 같네요<br/>아이폰보다 오히려 잘 나온거 같아서 <br/>정말 잘 선택했다 생각이 듭니다<br/>아이폰보다 오히려 s24울트라가 메인폰이<br/>되었습니다^^
5,아내가 4년넘게 사용한 갤럭시 A90을 보더니 좋은폰한번 써보게 해주고싶었다고 선물해주었습니다 S시리즈는 갤럭시S8이후로는 처음이고 예전부터 S펜이 포함되어있는 노트시리즈를 써보고싶었는데 너무 행복하네요 삼성 갤럭시 시리즈중 최고등급인 울트라모델은 저처럼 손이투박한 사람한테 알맞은 크기고 배터리용량도 업무하는 사람들에게 딱 좋은용량 같습니다 카메라화질은 기존 A시리즈랑 다르게 놀라운 수준인것같습니다 과거 4년정도 사용했던것처럼 앞으로도 가능하다면 6년정도 예쁘게 잘 사용해보려합니다.
5,매년 갤럭시 신제품이 나올때마다 바꿨었고 이번 갤럭시S24 울트라도 바꾸려고 마음먹고 기다리고 있었는데 언팩을 보고 완전히 반했고 드디어 사전구매까지 해서 받았네요! 구입하기 전에 매장에 가서 실물을 보고 색상 고민을 했었는데 이번에 새롭게 나온 티타늄 그레이 색상이 실물 보자마자 &quot;너무 예쁜데?&quot; 라는 느낌이 들어서 바로 티타늄 그레이로 선택하고 사전구매해서 받았는데 받고 개봉해서 보니 역시나 매장에서 봤던 것보다 더 예쁘네요~!!! 특별히 S펜까지 티타늄 그레이 색상으로 깔맞춤 되어있는게 너무 예뻤네요^^<br/><br/>그레이 색상이지만 골드빛도 나고 빛에따라 각도에 따라 여러가지 색감이 나타나서 고급스럽기도 하고 무게감도 있어보이고 확실히 너무 예쁜 색상이라 생각되네요. 특별히 이번에 갤럭시 최초로 전체화면 AOD도 탑재됐고 S24울트라에 인터랙티브 배경화면도 추가되어서 예전에 갤럭시S9 시리즈의 인피니티 배경 효과 느낌도 나서 잠금해제 하고 홈화면으로 갈때도 너무 예쁘고 마음에 드네요.<br/><br/>이번에 새롭게 추가된 갤럭시AI 기능들 몇가지도 사용해봤는데 실사용 환경에서 유용하게 자주 사용할 수 있는 기능들이라 앞으로 점점 더 발전하면서 얼마나 더 편리해지고 스마트하게 사용할 수 있을지 기대가 되네요. 기다리고 기다리던 갤럭시S24 울트라를 드디어 받았으니 이제 본격적으로 사용해보고 즐겨봐에겠어요^^
5,"우선 이번 S24 울트라 성능이 역대급입니다 AI 기반으로 출시한 점과 액정 곡면을 없앤것이 구매욕을 엄청 끌어 당겼습니다 받자마자 우와~~ ㅎ 색상도 이쁘구요 처음엔 좀 크게 느껴졌지만 2~3일 써보니 크기에 적응되네요 성능, 디자인 모두 만족합니다"
5,"생애 첫 갤럭시로 S24울트라로 시작했는데 제품을 받기전부터 아주 셀레는 마음으로 하루하루를 기다렸습니다. 드디어 어제 받았는데 제품을 받자마자 너무 마음에 들어서 하루종일 폰을 손에서 놓았던 적이 별로 없었던 거 같습니다ㅎㅎ <br/><br/>갤럭시 전문가 친구를 둔 덕분에 처음부터 쉽게 입문했는데요, 각종 기능과 이번에 새로 나온 갤럭시 AI기능도 사용해봤는데 확실히 기능적으로 너무 유용하고 편하게 사용할수 있어서 이번 제품은 진짜 초대박인것 같아요&gt;&lt;<br/><br/>저의 다음폰도 갤럭시 시리즈로 픽스~~~!! 다음에도 더 좋은 제품으로 기대할게요 ~~~"
5,사진 촬영 굿. 통역 서비스 완전 짱
5,펜이 있어 일에 있어 능률도 오르고 사진및 파일 전송시 보다 빠른  속도를 느껴고 현재 발열도 준수한합니다
5,일단  써볼께요<br/>AI기능이 기대되네요
5,프리미엄? 스마트폰을 오랜만에 큰맘먹고 질럿는데 너무 맘에 듭니다.<br/>오닉스블랙 색상을 골랐는데 색감도 너무 깔끔하고 이쁘네요<br/>앱도 빠릿빠릿하고 감촉도 좋고 게임실행도 잘되네요 <br/>성능도 좋고 소재도 좋고 디자인도 너무 좋아요<br/>아무튼 삼성 우리나라 브랜드 응원합니다~<br/>화이팅!
5,아주맘에들어요<br/>펜도좋아요
5,S20FE를 20년 11월에 구매해서 아직까지 잘 썼는데 용량이 128기가라서 그런지 부족함을 느꼈습니다<br/>이번에 s24 사전예약 혜택이 좋아서 구매하게 되었습니다<br/>무난하게 메탈그레이로 선택했는데 흰색에 가까워서 그런지 너무 맘에 드네요<br/>사전예약해사 512기가로 업그레이드 되서 그런지 버벅거림도 없고 쌩쌩 잘 돌아갑니다<br/>사진 많이 찍어서 대용량 너무 필요했는데 너무 좋습니다...<br/>
5,색상부터 터치감 카메라까지 모두 마음에드네요
5,기능이 너무 많고 좋아요<br/>
5,"디자인  ,활용성 모두가 좋아요"
5,5년 만에 핸드폰을 바꾸네요~<br/>자급제만  계속 써서 요금제 부담 없이<br/>사용하고 있습니다<br/>배송 빠르고 사전예약 잘한거 같네요<br/>고장 없이 오래 쓸수있음 좋겠네요<br/>1년 파손 보상 신청 했습니다
5,"진짜 너무예뻐요ㅠㅠ 사실 핸드폰으로 카톡 전화 문자 유튜브 쇼핑만 하는 저는 엄청난 기능이 있어도 잘 활용을 못해요. 그래서 가볍고 배터리 오래가고 예쁜 핸드폰이 최고라 생각하는데, 삼성은 디자인이 살짝 아쉬웠어요ㅠ 근데 이번엔 너무예뻐요 색감도 진짜 잘 뽑았구요! 그리고 무엇보다 진짜 가볍고 배터리도 오래갑니다 신세계예요... 삼성페이때문에 삼성 못끊고 있었는데 존버하길 잘했어요. 이렇게 예뻐지다니ㅠㅠ"
5,거의 4년만에 교체한 핸드폰입니다.<br/>S10 5G모델(명기)에서 S24 울트라 512G!!<br/>확실히 무게 차이는 나지만 월등히 좋은 제품이라는걸 알수 있습니다.<br/>디자인 역시 굉장히 좋구요.<br/>기분 좋네요:)<br/>잘쓰겠습니다!
5,"엑시노스2400에 대한 우려가 무색할만큼 실사용 시 너무나 쾌적하고 좋습니다. 네이버, 카톡 정도 하는 사람에겐 24플러스도 충분히 아니 과분하네요~~^^울트라와 끝까지 고민했지만..펜을 쓸일 없을듯하고, 아이때문에 카메란 많이 쓰지만 줌을 땡길일도 없고, 램, 액정이 울트라와 동일하고 무게가 가벼워서 너무 좋네요~!"
5,좋아요  사용하기 깨끗해요
5,2024년 한해를 시작하는 최고의 선택이였습니다. 감사합니다 삼성! 
5,약 5년만에 바꾼 폰인데 구석기시대에서 신석기 건너뛰고 청동기 아니 철기시대로 건너온 느낌입니다 ㅎㅎ 성능은 말해뭐해이며 뭐 하나 빠지지않네요!<br/>삼성 더더욱 흥했으면 좋겠습니다!! 더 좋은 기술력 기대할게요. 만족스러운 제품으로 보답해 주셔서 감사합니다
5,실시간 통역기능이있어서 좋아요.
5,확실히 최신 휴대폰이 빠르고 좋네요<br/>
5,21+에서 24+로 바꿨습니다. 3년간 많이 발전 했네요. 빠르고 화면도 더 좋을 뿐만 아니라 ai기능도 신기해요. 더구나 디자인도 색상도 정말 마음에 들어요. 앞으로 잘 쓸 예정입니다
5,휴대폰의 크기가 딱 좋고 화질도 좋고 소리도 좋아요<br/>색깔도 완전 사랑스럽고 예뻐요~~<br/>제가 엄~~~~청 오랜만에 갤럭시 휴대폰을 쓰는건데 정말 좋아요<br/>진즉 바꿀걸 그랬어요~~~!!!
5,너무 오랜만에 핸드폰을  바꾸었는데 기분이 좋습니다 잔고장없이 잘 쓰면 더 좋겠습니다
5,기대하고 기다린 폰이에요 넘 좋아요
5,믿고 사용하는 갤럭시... 노트20울트라에서 S24울트라로 기변... 좋아요^^
5,"안전한 배송이 마음에 들었습니다<br/>깔끔한 포장에 그레이 선택했는데<br/>색이 참 깔끔한게 이쁩니다<br/>갤럭시 초창기 모델부터 Ai까지<br/>사용했었는데요 이번 모델이 <br/>제일 마음에 드네요  혁신이란게<br/>이런거라 생각이듭니다<br/>포인트 서칭, 자동 번역 기능 너무<br/>좋으네요 ^^<br/>업무에 많은 도움이 될꺼 같습니다<br/>여행가도 무서울께 없을꺼 같네요<br/>잘 활용하겠습니다 삼성 화이팅!"
5,ㅈㄹ좋음............
5,겔럭시 s24시 사용해보니 너무너무 편하고 좋아요 ai기능을 사용해보니 이런기능을 휴대폰에서 사용하다니 이런생각이 듭니다 삼성제품. 앞으로 더  좋은 개발하여 많은 사람에게 유익을 주는 기업이 되기를 바랍니다 감사합니다 
5,울트라21에서 울트라24로 기기변경<br/>이제는 새로운시대의 서막<br/>그럼 24울트라가 정답.
5,성능 및 사용하기 펴리해요.
5,기능도 편리하고 사진도  너무 선명하고 예쁘게 찍혀용~~^^
5,실물로 보면 훨 예쁩니다 바이올렛 <br/>s23도 있는데 디자인 거의 똑같습니다 둘 다 예쁨<br/>기본이 가벼워서 저는 제일 좋네요<br/>다음에도 기본 살거같습니다<br/>ai기능은 아직 써보지 않았는데 기대가 되네요<br/><br/>#삼성전자이벤트참여<br/><br/><br/>
5,보급폰 쓰다고 이거 쓰니 좋네요
5,넘좋아요.강추합니다.
5, S24 시리즈 사전예약 첫 날 거의 바로 결제를 진행해서 그런지 배송이 시작되는 첫날인 26일에 받아봤네요~^^ 배송되는 시간대가 퇴근시간 전이어서 직장으로 주문했어야 하나... 약간의 후회를 했었답니다 ㅋㅋㅋㅋㅋ<br/> 휴대폰을 받자마자 케이스 뜯기 전에 한 컷! 케이스 뜯고 나서 휴대폰을 올려놓고 한 컷!! <br/> 외관에 불량이 있는지 기본적으로 확인할 수 있는 초기불량상태 확인하고 Smart Switch를 켜놓고 대략 3시간 정도 이후에 유심을 옮겨 사용해보았습니다<br/> 보호필름도 붙이고 케이스도 장착하고나니 이제야 제 것같네요~ AI 기능도 이것저것 만져봤더니 재미나네요 ㅋㅋㅋ 앞으로 휴대폰을 사용하는 날이 기대되네요~
5,좋아요. 좋아요좋아요
5,배송 엄청 빠르게 왔고<br/>맨날기본 모델쓰다가 이번에 울트라로 넘어 왔는데<br/>큰화면이 주는 만족감이 있고<br/>무엇보다 빠르고 펜이 있어서 좋아요.<br/><br/>사진 AI기능은 사용해보니 확실이 이전버전들보다<br/>성능향상이 대폭 향상된게 느껴지고<br/><br/>언능 사은품 받으면 좋켔습니다.
4,디자인 성능 만족합니다 다만 조금 무거워요
5,#삼성전자이벤트참여<br/>가볍고 디자인깔끔 신기한기능들이너무많아서좋아요<br/>아이들거도 이걸로바꿔줘야겠어요
5,아주 좋아여 빠르고 화면 카메라 좋아요
5,매우 빠른 배송과 상태 만족합니다 
5,"갤럭시 S20+에서 3년만에 24울트라로 넘어왔습니다. <br/>일단 구매 결정 이유는 카메라 화질과 AI기능을 첫 번째로 꼽을 수 있습니다.<br/>그동안 카메라 화질과 기능 개선을 지속적으로 모니터링 한 후 제품을 선택하게 되었네요<br/><br/>아직 본격적인 사용은 못해본 상태지만 추후 제주의 오름과 바다, 산을 배경으로 많은 사진을 업데이트 할 예정이고 사용 후 제품에 대한 평가는 기회가 되면 나중에 다시 올릴 예정입니다."
5,옛날에 엘지스마트폰만 쓰다가 갤럭시 s8부터 갤럭시만 애용중입니다 바로 이전에 쓰던 기기는 폴드4였는데 이것도 명기라서 불만없이 잘 쓰고있었으나 이번 s24울트라가 정말 괜찮게 나와서 기변 욕심이 나 구매하게 되었는데요 명불허전 역대최강의갤럭시입니다 배터리오래가고 발열없고 빠르고 게임도잘돌립니다 카메라는 말할것도없고요 저는 사전예약 1테라로 샀는데 성능상의 차이는 없으니 용량은 각자 필요한대로 구매하시면 될거같습니다 추천드려요!
5,1/19에 예약 주문하고 1/26 오후에 배송 받았습니다.<br/>티타늄 그레이 색상도 고급지고 전반적인 속도가 다 빨라진것 같네요. 기능들을 다 써보지는 않았지만 아주 만족합니다.<br/>사진 품질도 좋구요. S23울트라 쓰다가 기변했는데 다자인은 거의 같지만 성능이 많이 좋아진게 체감되네요.
5,아주 좋습니다<br/>굿 s24울트라<br/>추천합니다 
5,"자연을 위해, 더 나아가 우리 모두를 위해<br/>재활용 글래스, 재활용 PET 필름 등<br/>자연을 생각하는 소재1,2,3로 완성한<br/>갤럭시 S23 Ultra를<br/>100 % 재활용 종이 박스에 담아 전합니다.5<br/>착하게 만드는 것은 기본,<br/>불필요한 포장까지 줄이려는 노력이 보인다.<br/>잘 쓰고있습니다.<br/>"
5,갤럭시s24 삼닷 컬러중 오렌지는 그동안 나왔던 컬러중에 제일 산뜻한 색상이라고 말하고 싶다.<br/>제품도 튼튼해 보이고 클릭의 부드러움이 삼성이 이번제품 신경을 많이썼구나 하는 느낌이 들었다.<br/>서브폰으로 사용하려고 했는데 메인폰으로 사용할까한다. ^^<br/><br/>단점 두가지 말하고픈데 왜 삼닷은 기본케이스와 보호필름을 제공해 주지 않는가?<br/>다른곳에서 사면 케이스와 필름을 기본 제공해주는데 삼닷은 그런것이 전혀 없어 너무너무 아쉽다.<br/>휴대폰 기기값 제외하고 추가로 케이스 필름으로 5만원을 더 쓴것이 아깝다는 생각이 들었다.<br/>다음 시리즈 부터는 폰을 사면 추가로 들어가는 비용없이 편하게 폰을 이용했으면 하는 개인적으로 바래본다.<br/>삼닷 전용컬러를 사고 후회하지 않게 신경좀 써주기를 바래본다.
5,디자인 좋고 그립감이 좋네요
5,스무살부터 지금까지 갤럭시만 쓰고 있어요 지난주에 갤럭시 노트8을 졸업하고 S24플러스를 만났습니다<br/>사이즈도 기능도 저에게 딱입니다^^<br/><br/>갤럭시 한길만 가렵니다<br/>#삼성전자이벤트참여
5,플립3 쓰다가 넘어왔는데 베터리 넘사구 <br/>화면도 큼직해서 넘 좋아용..
5,"오랜만에 새 제품을 구매했습니다. S24 울트라 티타늄 블랙! 색상도 아주 마음에 들고, AI와 펜, 통역, 문장 자동완성 기능들이 너무 마음에 듭니다. 이것이 혁신이란걸 몸소 체험중입니다. 지금까지 출시됐던 폰들과는 다르다는 느낌을 온전히 느낄 수 있습니다.<br/>서비스 센터에서 감동적인 서비스를 받은 기억이 있는데, 꼭 새 제품을 구매 해줘야겠다는 생각을 하고있었습니다. 그러면서 관심을 가졌는데 아주 혁신적인 제품임을 알게됐고 사전 구매로 많은혜택을 받으며 구매했습니다. 도착한 제품을 보며  이렇게까지 설레인적이 있었나 싶습니다. 이런 감동을 준 S24 울트라에게 감사 할 따름입니다. 앞으로도 더욱 발전하고, 혁신적인 제품을 만 날 수 있다는 기대감이 매우 큽니다. 모두들 화이팅입니다!^^"
5,좋네요 맨날 중고폰 쓰다가 최신형 현드폰을 쓰니 확실히 좋습니다 <br/>기계에 대해 잘 모르지만 속도 카메라 성능 색상 무엇 하나 맘에 안드는 게 없어요<br/>고장만 안난다면 오래도록 함께 하고 싶은 폰입니다 <br/>
4,"갤럭시 s24 그레이 컬러 제품 택배 배송이 1월 중에 안될꺼 같다고해서 매장 픽업으로 구매하고,<br/>매장에 연락을 했더니 제품 입고가 늦어진다고 했는데 지정한 픽업 시간에 맞춰서 연락이 왔습니다.<br/>최신 폰이어서 제품은 좋을꺼 같은데 그레이 컬러가 깊이없이 너무 옅은 색상이라서 아쉽습니다.<br/>그외 매장픽업 배송 포함 모두 만족합니다."
5,색상이 너무 맘에 들어요 민초색 좋아하는데 색상이 맘에 들었고 말도 안되는 지문인식 속도<br/>전에 폰 쓸때는 얼굴인식이여서 누워잇으면 고개 살짝 들어서 인식하느라 불편했는데 지문인식이라서 너무 편해요 어플호환성부분도 마음에 들어요 
5,인터넷도 빨리 되고...전원켰다끄는것도 빨리..<br/>카메라도 성능 좋더라구요<br/>이번에 사전예약하길 넘 잘한듯요!<br/>
5,"#삼성전자이벤트참여 세번째로 바꾸는 갤럭시 스마트폰입니다. 확실히 화면 넘김이 부드럽고, 지문인식 또한 상당히 좋아졌네요! 디자인 또한 너무 마음에 들고 최고입니다!!! ai 기능은 아직 사용해보지는 못했지만 너무 기대됩니다!! 혹시나 구매를 고민하시는 분이 계신다면 갤럭시s24 강력추천합니다!! #삼성전자이벤트참여"
5,역시 갤럭시 기대한만큼 기다린만큼 좋습니다. 사전 구매 혜택도 만족스러워요. <br/>통번역 기능도 신기하구요.<br/>이미지 따기도 간편해요.<br/>사진 화질 카메라 좋은건 말할 것도 없습니다.<br/>시원 시원 크기도 딱이에요.<br/><br/>#삼성전자이벤트참여
5,갤럭시 s24+ 넘좋아요 정말 잘샀어요 성능 너무 좋고 AI기능 넘 편해요<br/>색상도 삼성닷컴 전용컬러 그린 너무 이쁩니다<br/>화면도 커서 시원시원하고 넘조하요 잘쓸게요<br/>#삼성전자이벤트참여
5,기존에 쓰던 폰을 바꾸면서 아이것도 같이 바꿔주려고 신청했는데 기존것 보다 작고 가볍고 성능이 좋다고 하네요 용량도 2배로 늘어서 만족한답니다<br/>디자인은 순간 아이폰인가 했다고 하구요<br/>색갈도 이쁘다고 난리입니다
5,예전에 갤럭시 쓰다가 아이폰으로 넘어갔었는데 이번에 S24로 다시 복귀했어요.ㅋㅋ<br/>일단 음악 넣기 편하고 전화랑 연락처 기능이 월등합니다 아주 사소하지만 녹음기능은 아이폰은 유료앱 설치해야 하고 가족 친구 등등 분류기능 등이 아이폰보다 좋아요. 그리고 카메라 또한 아이폰은 캐논색감이라면 삼성은 니콘색감이었는데 요번에 써보니 펜탁스나 소니미놀타 같이 색감이 비비드하고 선예도도 너무 날카롭던 예전에 비해 자연스럽게 찍힙니다. 카톡에서도 번역기능이 적용되고 전화에도 통역기능이 (영어만 해봤는데) 쓸만해요. 그리고 말많은 엑시노스는 저처럼 일반적인 게임이나 일상적인 동영상 음악엔 아무문제 없고 사진 누끼 따거나 합성 편집 많이 하면 약간 열감만 느껴지고 성능은 문제 안되네요. 그리고 전 기본형인데 성능 딸린다고 느껴지지 않아요. 디스플레이가 FHD라서 그만큼 램사용이 이익?일수도 있겠어요. 물론 화면은 아주 밝고 부드럽습니다. 시각적으로 상위모델보다 딸린다는 체감은 전혀 없어요.  그리고 디자인과 크기는 기본형이 최곱니다. 그립감 손에 착 감기고 왠지 모르게 펑퍼짐한 아이폰보다 비율이 좋아서 전체적인 사이즈는 기본형이 정말 잘 나왔어요. 마블그레이인데 색 정말 예뻐요. 그리고 AOD설정해서 대기화면도 꾸밀 수 있게 한 것도 최곱니다 . 
