제품그룹,제품군,세부제품,펫네임,모델코드,모델요약,출시일,색상코드,부품명,세부항목,기타,PART_NO,SPEC,상세스펙,표준품명,총예상 수리비(미반납가),총예상 수리비(반납가),Content
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,초광각,-,GH96-15528A,"SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,",ASSY CAMERA-12M CMOS,CAMERA,"70,000","70,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 초광각, 기타 : , PART_NO : GH96-15528A, SPEC : SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,, 상세스펙 : ASSY CAMERA-12M CMOS, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70000, 총예상 수리비(반납가) : 70000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOD,SM-S911,23년 02월,(ZK) BLACK,카메라,광각,-,GH96-15578A,"SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,",ASSY CAMERA-WIDE 50M 1/1.57_SM-S911,CAMERA,"128,500","128,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 광각, 기타 : , PART_NO : GH96-15578A, SPEC : SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,, 상세스펙 : ASSY CAMERA-WIDE 50M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 128500, 총예상 수리비(반납가) : 128500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOD,SM-S911,23년 02월,(ZK) BLACK,카메라,망원,-,GH96-15579A,"SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/",ASSY CAMERA-TELE 10M 1/1.57_SM-S911,CAMERA,"70,500","70,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 망원, 기타 : , PART_NO : GH96-15579A, SPEC : SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/, 상세스펙 : ASSY CAMERA-TELE 10M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70500, 총예상 수리비(반납가) : 70500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOD,SM-S911,23년 02월,(ZK) BLACK,카메라,전면,-,GH96-15541A,"SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,","ASSY VT CAMERA-1/3.2""_12M AF(S916B)",CAMERA,"77,000","77,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 전면, 기타 : , PART_NO : GH96-15541A, SPEC : SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,, 상세스펙 : ASSY VT CAMERA-1/3.2""_12M AF(S916B), 표준품명 : CAMERA, 총예상 수리비(미반납가) : 77000, 총예상 수리비(반납가) : 77000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOD,SM-S911,23년 02월,(ZK) BLACK,카메라,초광각,-,GH96-15528A,"SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,",ASSY CAMERA-12M CMOS,CAMERA,"70,000","70,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 초광각, 기타 : , PART_NO : GH96-15528A, SPEC : SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,, 상세스펙 : ASSY CAMERA-12M CMOS, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70000, 총예상 수리비(반납가) : 70000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOO,SM-S911,23년 02월,(ZK) BLACK,카메라,광각,-,GH96-15578A,"SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,",ASSY CAMERA-WIDE 50M 1/1.57_SM-S911,CAMERA,"128,500","128,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 광각, 기타 : , PART_NO : GH96-15578A, SPEC : SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,, 상세스펙 : ASSY CAMERA-WIDE 50M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 128500, 총예상 수리비(반납가) : 128500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOO,SM-S911,23년 02월,(ZK) BLACK,카메라,망원,-,GH96-15579A,"SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/",ASSY CAMERA-TELE 10M 1/1.57_SM-S911,CAMERA,"70,500","70,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 망원, 기타 : , PART_NO : GH96-15579A, SPEC : SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/, 상세스펙 : ASSY CAMERA-TELE 10M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70500, 총예상 수리비(반납가) : 70500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOO,SM-S911,23년 02월,(ZK) BLACK,카메라,전면,-,GH96-15541A,"SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,","ASSY VT CAMERA-1/3.2""_12M AF(S916B)",CAMERA,"77,000","77,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 전면, 기타 : , PART_NO : GH96-15541A, SPEC : SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,, 상세스펙 : ASSY VT CAMERA-1/3.2""_12M AF(S916B), 표준품명 : CAMERA, 총예상 수리비(미반납가) : 77000, 총예상 수리비(반납가) : 77000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKEKOO,SM-S911,23년 02월,(ZK) BLACK,카메라,초광각,-,GH96-15528A,"SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,",ASSY CAMERA-12M CMOS,CAMERA,"70,000","70,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 초광각, 기타 : , PART_NO : GH96-15528A, SPEC : SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,, 상세스펙 : ASSY CAMERA-12M CMOS, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70000, 총예상 수리비(반납가) : 70000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,광각,-,GH96-15578A,"SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,",ASSY CAMERA-WIDE 50M 1/1.57_SM-S911,CAMERA,"128,500","128,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 광각, 기타 : , PART_NO : GH96-15578A, SPEC : SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,, 상세스펙 : ASSY CAMERA-WIDE 50M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 128500, 총예상 수리비(반납가) : 128500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,망원,-,GH96-15579A,"SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/",ASSY CAMERA-TELE 10M 1/1.57_SM-S911,CAMERA,"70,500","70,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 망원, 기타 : , PART_NO : GH96-15579A, SPEC : SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/, 상세스펙 : ASSY CAMERA-TELE 10M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70500, 총예상 수리비(반납가) : 70500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,전면,-,GH96-15541A,"SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,","ASSY VT CAMERA-1/3.2""_12M AF(S916B)",CAMERA,"77,000","77,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 전면, 기타 : , PART_NO : GH96-15541A, SPEC : SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,, 상세스펙 : ASSY VT CAMERA-1/3.2""_12M AF(S916B), 표준품명 : CAMERA, 총예상 수리비(미반납가) : 77000, 총예상 수리비(반납가) : 77000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,초광각,-,GH96-15528A,"SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,",ASSY CAMERA-12M CMOS,CAMERA,"70,000","70,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 초광각, 기타 : , PART_NO : GH96-15528A, SPEC : SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,, 상세스펙 : ASSY CAMERA-12M CMOS, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70000, 총예상 수리비(반납가) : 70000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOD,SM-S911,23년 02월,(ZK) BLACK,카메라,광각,-,GH96-15578A,"SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,",ASSY CAMERA-WIDE 50M 1/1.57_SM-S911,CAMERA,"128,500","128,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 광각, 기타 : , PART_NO : GH96-15578A, SPEC : SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,, 상세스펙 : ASSY CAMERA-WIDE 50M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 128500, 총예상 수리비(반납가) : 128500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOD,SM-S911,23년 02월,(ZK) BLACK,카메라,망원,-,GH96-15579A,"SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/",ASSY CAMERA-TELE 10M 1/1.57_SM-S911,CAMERA,"70,500","70,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 망원, 기타 : , PART_NO : GH96-15579A, SPEC : SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/, 상세스펙 : ASSY CAMERA-TELE 10M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70500, 총예상 수리비(반납가) : 70500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOD,SM-S911,23년 02월,(ZK) BLACK,카메라,전면,-,GH96-15541A,"SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,","ASSY VT CAMERA-1/3.2""_12M AF(S916B)",CAMERA,"77,000","77,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 전면, 기타 : , PART_NO : GH96-15541A, SPEC : SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,, 상세스펙 : ASSY VT CAMERA-1/3.2""_12M AF(S916B), 표준품명 : CAMERA, 총예상 수리비(미반납가) : 77000, 총예상 수리비(반납가) : 77000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOD,SM-S911,23년 02월,(ZK) BLACK,카메라,초광각,-,GH96-15528A,"SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,",ASSY CAMERA-12M CMOS,CAMERA,"70,000","70,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 초광각, 기타 : , PART_NO : GH96-15528A, SPEC : SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,, 상세스펙 : ASSY CAMERA-12M CMOS, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70000, 총예상 수리비(반납가) : 70000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOO,SM-S911,23년 02월,(ZK) BLACK,카메라,광각,-,GH96-15578A,"SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,",ASSY CAMERA-WIDE 50M 1/1.57_SM-S911,CAMERA,"128,500","128,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 광각, 기타 : , PART_NO : GH96-15578A, SPEC : SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,, 상세스펙 : ASSY CAMERA-WIDE 50M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 128500, 총예상 수리비(반납가) : 128500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOO,SM-S911,23년 02월,(ZK) BLACK,카메라,망원,-,GH96-15579A,"SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/",ASSY CAMERA-TELE 10M 1/1.57_SM-S911,CAMERA,"70,500","70,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 망원, 기타 : , PART_NO : GH96-15579A, SPEC : SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/, 상세스펙 : ASSY CAMERA-TELE 10M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70500, 총예상 수리비(반납가) : 70500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOO,SM-S911,23년 02월,(ZK) BLACK,카메라,전면,-,GH96-15541A,"SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,","ASSY VT CAMERA-1/3.2""_12M AF(S916B)",CAMERA,"77,000","77,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 전면, 기타 : , PART_NO : GH96-15541A, SPEC : SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,, 상세스펙 : ASSY VT CAMERA-1/3.2""_12M AF(S916B), 표준품명 : CAMERA, 총예상 수리비(미반납가) : 77000, 총예상 수리비(반납가) : 77000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKFKOO,SM-S911,23년 02월,(ZK) BLACK,카메라,초광각,-,GH96-15528A,"SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,",ASSY CAMERA-12M CMOS,CAMERA,"70,000","70,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 초광각, 기타 : , PART_NO : GH96-15528A, SPEC : SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,, 상세스펙 : ASSY CAMERA-12M CMOS, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70000, 총예상 수리비(반납가) : 70000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKWKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,광각,-,GH96-15578A,"SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,",ASSY CAMERA-WIDE 50M 1/1.57_SM-S911,CAMERA,"128,500","128,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKWKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 광각, 기타 : , PART_NO : GH96-15578A, SPEC : SM-S911U,US,50M AF,S5KGN3SP,S.LSI,22.24x18.24x3.15mm,50M AF,, 상세스펙 : ASSY CAMERA-WIDE 50M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 128500, 총예상 수리비(반납가) : 128500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKWKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,망원,-,GH96-15579A,"SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/",ASSY CAMERA-TELE 10M 1/1.57_SM-S911,CAMERA,"70,500","70,500","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKWKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 망원, 기타 : , PART_NO : GH96-15579A, SPEC : SM-S911U,US,10M AF,S5K3K1SX,S.LSI,15.7x15.3x4.65mm,10M AF,1/, 상세스펙 : ASSY CAMERA-TELE 10M 1/1.57_SM-S911, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70500, 총예상 수리비(반납가) : 70500"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKWKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,전면,-,GH96-15541A,"SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,","ASSY VT CAMERA-1/3.2""_12M AF(S916B)",CAMERA,"77,000","77,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKWKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 전면, 기타 : , PART_NO : GH96-15541A, SPEC : SM-S916B,EUR,12M AF,S5K3LUSX03,S.LSI,8.65x9.86x5.055,12M AF,, 상세스펙 : ASSY VT CAMERA-1/3.2""_12M AF(S916B), 표준품명 : CAMERA, 총예상 수리비(미반납가) : 77000, 총예상 수리비(반납가) : 77000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NZKWKOC,SM-S911,23년 02월,(ZK) BLACK,카메라,초광각,-,GH96-15528A,"SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,",ASSY CAMERA-12M CMOS,CAMERA,"70,000","70,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NZKWKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (ZK) BLACK, 부품명 : 카메라, 세부항목 : 초광각, 기타 : , PART_NO : GH96-15528A, SPEC : SM-S911U,US,12M FF,IMX564-AAQH5,SONY,13.39x12.35x3.4,12M FF,, 상세스펙 : ASSY CAMERA-12M CMOS, 표준품명 : CAMERA, 총예상 수리비(미반납가) : 70000, 총예상 수리비(반납가) : 70000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NLGEKOO,SM-S911,23년 02월,(LG) LIGHT GREEN,후면케이스,BACK GLASS,-,GH82-30379A,"SM-S911N,KOO,SVC",SVC COVER ASSY-B/G_S911_ZK_KOREA,BACK GLASS,"54,000","54,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NLGEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (LG) LIGHT GREEN, 부품명 : 후면케이스, 세부항목 : BACK GLASS, 기타 : , PART_NO : GH82-30379A, SPEC : SM-S911N,KOO,SVC, 상세스펙 : SVC COVER ASSY-B/G_S911_ZK_KOREA, 표준품명 : BACK GLASS, 총예상 수리비(미반납가) : 54000, 총예상 수리비(반납가) : 54000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NLGFKOO,SM-S911,23년 02월,(LG) LIGHT GREEN,후면케이스,BACK GLASS,-,GH82-30379A,"SM-S911N,KOO,SVC",SVC COVER ASSY-B/G_S911_ZK_KOREA,BACK GLASS,"54,000","54,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NLGFKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (LG) LIGHT GREEN, 부품명 : 후면케이스, 세부항목 : BACK GLASS, 기타 : , PART_NO : GH82-30379A, SPEC : SM-S911N,KOO,SVC, 상세스펙 : SVC COVER ASSY-B/G_S911_ZK_KOREA, 표준품명 : BACK GLASS, 총예상 수리비(미반납가) : 54000, 총예상 수리비(반납가) : 54000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NLIEKOC,SM-S911,23년 02월,(LI) LIGHT PINK,후면케이스,BACK GLASS,-,GH82-30379B,"SM-S911N,KOO,SVC",SVC COVER ASSY-B/G_S911_ZE_KOREA,BACK GLASS,"54,000","54,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NLIEKOC, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (LI) LIGHT PINK, 부품명 : 후면케이스, 세부항목 : BACK GLASS, 기타 : , PART_NO : GH82-30379B, SPEC : SM-S911N,KOO,SVC, 상세스펙 : SVC COVER ASSY-B/G_S911_ZE_KOREA, 표준품명 : BACK GLASS, 총예상 수리비(미반납가) : 54000, 총예상 수리비(반납가) : 54000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NLIEKOD,SM-S911,23년 02월,(LI) LIGHT PINK,후면케이스,BACK GLASS,-,GH82-30379B,"SM-S911N,KOO,SVC",SVC COVER ASSY-B/G_S911_ZE_KOREA,BACK GLASS,"54,000","54,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NLIEKOD, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (LI) LIGHT PINK, 부품명 : 후면케이스, 세부항목 : BACK GLASS, 기타 : , PART_NO : GH82-30379B, SPEC : SM-S911N,KOO,SVC, 상세스펙 : SVC COVER ASSY-B/G_S911_ZE_KOREA, 표준품명 : BACK GLASS, 총예상 수리비(미반납가) : 54000, 총예상 수리비(반납가) : 54000"
THS,스마트폰,S 시리즈,갤럭시 S23,SM-S911NLIEKOO,SM-S911,23년 02월,(LI) LIGHT PINK,후면케이스,BACK GLASS,-,GH82-30379B,"SM-S911N,KOO,SVC",SVC COVER ASSY-B/G_S911_ZE_KOREA,BACK GLASS,"54,000","54,000","제품그룹 : THS, 제품군 : 스마트폰, 세부제품 : S 시리즈, 펫네임 : 갤럭시 S23, 모델코드 : SM-S911NLIEKOO, 모델요약 : SM-S911, 출시일 : 23년 02월, 색상코드 : (LI) LIGHT PINK, 부품명 : 후면케이스, 세부항목 : BACK GLASS, 기타 : , PART_NO : GH82-30379B, SPEC : SM-S911N,KOO,SVC, 상세스펙 : SVC COVER ASSY-B/G_S911_ZE_KOREA, 표준품명 : BACK GLASS, 총예상 수리비(미반납가) : 54000, 총예상 수리비(반납가) : 54000"
